,ScoutId,MatchKey,Alliance,DriverStation,TeamNumber,Preloaded,AutoGrid,AutoMissed,Mobile,AutoAttemptedCharge,AutoChargingState,AutoNotes,TeleopGrid,TeleopMissed,TeleopNotes,EndgameAttemptedCharge,EndgameFinalCharge,EndgameChargeTime,EndgameNotes,Disable,Tippy,DefenseTime,DefenseRating,DriverRating,RatingNotes
319,Aran and Amogh,qm6,red,,5338,true,1H,0.0,1.0,,None, | ,5H|8M|8H,1.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,2.0, | 
320,Rachel and Blen,qm7,blue,,1086,true,,1.0,0.0,Engage,Dock, | ,8M|9M,1.0, | ,Engage,Engage,, | struggled to intake cubes from single substation ,0.0,0.5,0.0,0.0,1.5,consistently drops pieces when intaking | intake was very faulty overall struggled to align at substations 
321,Suhani and Sophia T,qm7,blue,3,1908,false,9H,0.0,1.0,,None, | ,3H|4Lcone|5H|6H|8H,1.0, | ,,None,, | ,0.0,0.5,0.0,0.0,2.0, | 
322,sarah and Saragha,qm7,blue,2,4541,true,,1.0,1.0,,None, | ,1Lcone|1H|3Lcone|4Lcone|4H|7Lcube|7H,1.0, | ,Engage,Engage,1.7, | ,0.0,0.0,0.0,0.0,1.5, | 
323,aran and Amogh,qm7,red,,384,true,8H,0.0,1.0,,, | ,4H|6M|6H|8M|9M|9H,0.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,4.0, | 
324,Shashwat and Adrian Sun,qm7,red,2,614,true,8H,0.0,1.0,,None, | ,4Lcube|6Lcube|7Lcube|8Lcube|9Lcube,0.0, | Only did bottom cubes,Engage,Engage,7.949999999999999, | ,0.0,0.0,0.0,0.0,2.0, | 
325,alexander and Owen,qm7,red,3,1731,true,1H|2H,0.5,1.0,,None, | Really good,1M|2M|3M|3H|4H|6M,0.0,Very fast cycles | Really good intake and out take it can also take a lot of hits,Engage,Engage,,Triple engage  | Good,0.0,0.0,20.0,2.0,5.0,Very rapid cycles| quick alignments| generally a very good offensive pick | They were really good at driving and were fast and light
326,Saragha and sarah,qm8,blue,2,449,false,9H,0.0,0.0,,None,Had two cubes insude | two cubes got stuck during their auto,1M|4H|6M|6H|7H|8M|8H,0.0, | ,,Park,, | ,0.0,0.0,0.0,0.0,4.0, | 
327,Sophia T and Suhani,qm8,blue,3,1629,true,5H,0.0,1.0,Engage,Engage, | ,1H|3M|5Lcone|7Lcube,0.0, | Knocked off middle cube,Engage,Engage,, | ,0.0,0.0,0.0,0.0,2.0, | 
328,Rachel and Blen Shiferaw,qm8,blue,,3373,true,2H,0.5,1.0,,, | ,2Lcube|2M|3Lcube|5M,0.5, | ,Engage,Engage,5.699999999999999, | ,0.0,0.5,0.0,0.0,2.0, | takes a long time to intake from ground 
329,Adrian Sun and Shashwat,qm8,red,2,2068,false,4H,0.0,1.0,Engage,Engage, | ,6H,0.5, | ,Engage,Engage,12.9, | ,0.0,0.0,0.0,0.0,1.0, | 
330,alexander and Owen,qm8,red,3,8592,true,6H,0.0,1.0,Engage,Engage, | ,1Lcube|1H|2H|3H|4Lcone|4H|9H,1.0,4L fell from 4H1L and 9L were pushed in by the robot | Did good with cones,,None,, | They messed around for a while,0.0,0.0,10.0,1.0,1.0, | Bad at positioning
331,Amgoh and Aran,qm8,red,,9072,true,,0.5,0.0,,, | ,,0.0, | Defense,Engage,Engage,, | ,0.0,1.0,70.0,1.0,1.0, | 
332,Suhani,qm9,blue,3,422,true,9H,0.0,1.0,,None,Attempted 3 piece auto but missed 2,1H|2Lcone|2M|3H|4H,1.0,,Engage,Engage,9.7,,0.0,0.0,0.0,0.0,4.0,
333,Saragha and sarah,qm9,blue,2,3939,false,2H,0.0,1.0,,, | missed one cube pickup,2Lcube|3Lcube|4Lcone|5Lcube|6Lcube|7Lcube|8H,0.0, | ,,Park,, | ,0.0,1.0,0.0,0.0,1.5, | 
334,Rachel and Blen Shiferaw,qm9,blue,,6802,true,5H,0.0,1.0,Engage,Engage, | ,6H|7H,1.0, | spent a lot of time trying to align at double substation,Engage,Engage,3.0, | ,0.0,0.5,0.0,0.0,1.0,intake at double sub is very slow | 
335,Shashwat and Adrian Sun,qm9,red,2,612,true,8Lcube,0.0,0.0,,None, | ,,0.0, | ,Engage,Engage,9.05, | ,0.0,0.0,90.0,2.5,1.0, | Defended whole game| but robot was very slow
336,aran and Amogh,qm9,red,,1895,true,5Lcone,0.0,1.0,Engage,None, | ,8Lcone,0.0, | ,Engage,Engage,, | ,0.0,0.0,0.0,0.0,1.0, | 
337,alexander and owen,qm9,red,3,8726,true,2H,0.0,1.0,,None, | ,1Lcone|1H|3H|4Lcube|5Lcube,0.5, | Bad at aligning and intake and gripper was bad,Engage,Engage,,Triple dock and engage | ,0.0,0.5,0.0,0.0,1.5, | Really bad a defense and gets tiped a lot
338,Sayan,qm56,red,2,3939,true,8H,0.0,true,,,,5Lcube|5M|6Lcube|7Lcube|8M|8H,2.0,Misses are bc they throw cubes at short ra gr,,None,,,false,false,0.0,0.0,0.0,
339,darren,qm56,red,3,1599,true,2H,0.0,true,,,,1H|2Lcone|3H|4H|6H|7H,0.0,,Engage,Engage,2,,false,false,0.0,0.0,0.0,
340,Neel,qm56,blue,,8622,true,1Lcube,0.0,true,,None,,2H|9Lcube,0.0,,,Park,,,false,false,0.0,0.0,3.0,
341,Rithvik,qm56,red,,623,true,4M,0.0,true,Engage,Engage,,1M|3M|6M|7Lcube|7M|8Lcone|9M,0.0,,Engage,Engage,2.9,,false,false,0.0,0.0,4.0,
342,Nicole,qm56,blue,3,2106,true,9H,0.0,true,,,,1H|3H|4H|7H,0.0,,Engage,Engage,14.8,,false,false,0.0,0.0,5.0,
343,Sydney,qm56,red,,623,true,4M,0.0,true,Engage,Engage,,1M|3M|6Lcube|6M|7M|8Lcone|9M,0.0,,Engage,Engage,6,,false,false,0.0,0.0,4.0,
344,Sri,qm56,blue,3,2106,true,9H,0.0,true,,,,1H|3H|4H|7H,0.0,,Engage,Engage,15,,false,true,0.0,0.0,4.0,
345,Eckart,qm56,blue,,8622,true,1Lcube,0.0,false,,None,,9Lcube,0.0,,,Park,,,false,false,20.0,1.0,1.0,
346,Hannah,qm56,blue,2,3373,true,5H,0.0,true,Engage,Engage,,8M|8H,0.0,lost an orange paddle ,Engage,Engage,,10.4,false,false,0.0,0.0,2.0,
347,Arav,qm56,red,3,1599,true,2H,0.0,true,,None,,1H|3H|4H|6H,0.0,,Engage,Engage,,,false,false,0.0,0.0,4.0,
348,Olivia,qm56,blue,2,3373,true,5H,0.0,false,Engage,Engage,,2M|2H|8H,0.0,lost a part of their intake and can only pick up cubes from ground ,Engage,Engage,12.3,,false,false,20.0,2.0,2.0,
349,Chris,qm56,blue,3,1588,true,1H,0.0,false,,None,,1M|2H|3H|6H|7H,0.0,,Engage,Engage,10,,false,false,0.0,0.0,0.0,
350,Sayan,qm57,,2,1727,true,1H|3H,0.0,true,,,Tipped over while going over charge station ,4H|6H,0.0,,,,,None bc topple,true,false,0.0,0.0,4.0,
351,darren,qm57,,3,1262,true,,1.0,false,,,,2H|3Lcube|5Lcube|8H,1.0,,Engage,Engage,6,,false,false,0.0,0.0,0.0,
352,Eckart,qm57,,,8726,true,2H,0.0,true,,None,,6H,0.0,,Engage,Engage,3.5,,false,false,0.0,0.0,2.0,
353,Chris,qm57,,3,1262,true,5H,1.0,false,,,,2H|8H,0.0,,Engage,Engage,10,,false,false,0.0,0.0,0.0,
354,Neel,qm57,,,8726,true,2H,0.0,true,,None,,6H|8Lcube,3.0,,Engage,Engage,2,,false,false,0.0,0.0,2.0,
355,Hannah,qm57,,2,5338,true,9H,0.0,true,,,,1H|3H|4H|7H,0.0,,Engage,Engage,11.4,,false,false,0.0,0.0,0.0,
356,Nicole,qm57,,3,614,true,5H,0.0,true,Engage,Engage,,4Lcube|5Lcube|6Lcube|8H,0.0,,Engage,Engage,14.3,,false,true,0.0,0.0,0.0,Popped a cube and got a foul probs
357,Sydney,qm57,,,836,true,9M,1.0,true,,None,,1M|6Lcube|7M|7H|8M|9H,0.0,,Engage,Engage,8,,false,false,0.0,0.0,4.0,
358,Arav,qm57,,2,1727,false,1H|3H,0.0,true,Engage,Engage,,4H|5H|6H,0.0,They tipped over on charge station,,None,,,false,true,0.0,0.0,4.0,
359,Sri,qm57,,3,614,true,1H|5H,0.0,false,Engage,Engage,,4Lcube|6Lcube|8H,0.0,,Engage,Engage,8,,false,false,40.0,2.0,4.0,
360,Rithvik,qm57,,,836,true,9M,1.0,true,,,,1M|7Lcube|7M|7H|8M|9H,1.0,,Engage,Engage,3.2,,false,false,0.0,0.0,4.0,
361,Olivia ,qm57,,2,5338,true,1H,0.0,true,,,,3H|6H|7H|9H,0.0,dropped cone,Engage,Engage,15.5,,false,false,0.0,0.0,0.0,
362,Rithvik,qm58,,,4099,true,8H|9H,0.0,true,,,,6H|7Lcube|7H|8Lcube|8H|9Lcube|9M,0.0,,Engage,Engage,3,,false,false,0.0,0.0,5.0,
363,Neel,qm58,,,449,true,9Lcone,0.0,true,,None,,2H|4M|5H|6H|7H|8H|9H,1.0,,Engage,Park,,,false,false,0.0,0.0,3.0,
364,darren,qm58,,3,2028,true,4H,0.0,false,,,,4Lcube|5Lcube,0.0,,Engage,Engage,8,,false,true,0.0,0.0,0.0,
365,Hannah,qm58,,2,612,false,5Lcube,0.0,false,Engage,Engage,,4M|5M|6M,0.0,,Engage,Engage,7.8,,false,false,0.0,0.0,0.0,
366,Arav,qm58,,2,1111,true,1H,0.0,true,Engage,Engage,,1Lcone|2Lcone|3H|4H|5Lcone,0.0,,Engage,Engage,,,false,false,0.0,0.0,4.0,
367,Chris,qm58,,3,2028,false,4H,0.0,false,,,,2Lcone|5Lcube,0.0,,Engage,Engage,15,,false,false,0.0,0.0,0.0,
368,Sydney,qm58,,,4099,true,8H|9H,0.0,true,,None,,5H|6H|7Lcube|7H|8Lcube|9Lcube|9M,0.0,,Engage,Engage,8,,false,false,0.0,0.0,4.0,
369,Nicole,qm58,,3,5115,true,1H,0.0,false,,,,3H|4M|4H|7H|9Lcone,0.0,,Engage,Engage,2,,false,true,0.0,0.0,2.0,
370,Sri,qm58,,3,5115,true,1H,0.0,false,,,,3H|4H,0.0,,Engage,Dock,3,,false,true,0.0,0.0,0.0,
371,Eckart,qm58,,,449,true,9Lcone,0.0,true,,,,2H|5H|6H|7H|8H|9H,0.0,4099 knocked a cone out of them when hitting them,,Park,,,false,false,0.0,0.0,4.0,
372,Olivia,qm58,,2,612,true,5Lcube,0.0,false,Engage,Engage,,4Lcone|4M|5M|6Lcube|6M,0.0,,Engage,Engage,10.6,,false,false,20.0,2.0,2.0,
373,Sayan,qm58,,2,1111,true,1H,0.0,true,Engage,Engage,,1Lcone|2Lcone|2H|3Lcone|4H|6Lcone,0.0,,,None,,,false,false,0.0,0.0,4.0,
374,Chris,qm59,,3,2377,true,2H,1.0,true,,,,,1.0,,,,,,false,true,0.0,0.0,0.0,Fell over
375,darren,qm59,,3,2377,true,2H,1.0,true,,,,1Lcube|4Lcone,1.0,,,,,,true,true,0.0,0.0,0.0,
376,Neel,qm59,,,401,true,9H,0.0,true,,None,,1H|2H|5M|6H|7M|7H|8H|9H,0.0,,,None,,,false,false,0.0,0.0,5.0,
377,Rithvik,qm59,,,384,true,5H,0.0,true,Engage,Engage,,4H|6H|7H|8H|9H,0.0,,Engage,Engage,11,,false,false,0.0,0.0,4.0,
378,Sydney,qm59,,,384,true,5H,0.0,true,Engage,Engage,,4H|6H|7H|8H|9H,0.0,,Engage,Engage,6,,false,false,0.0,0.0,4.0,
379,Nicole,qm59,,3,5587,true,,1.0,true,,,,1Lcube|2Lcone,0.0,,Engage,Engage,2.4,,false,false,0.0,0.0,2.0,Intake broke went on charging station early
380,Arav,qm59,,2,7770,true,5Lcube|6Lcube|8M,0.0,true,,None,,8Lcube,1.0,,Engage,Engage,7,,false,false,0.0,0.0,0.0,
381,Hannah,qm59,,2,401,true,9H,0.0,true,,,,1H|2H|3M|3H|4H|5H|6H|7H|8H,0.0,,,Dock,,,false,false,0.0,0.0,5.0,
382,Sri,qm59,,3,5587,true,,1.0,true,,,,1Lcube|2Lcone,0.0,intake broke and they went to charge station with 60 seconds left,Engage,Dock,,,false,false,0.0,0.0,0.0,
383,Olivia,qm59,,2,401,true,1H,0.0,true,,,,2H|3H|4M|4H|5H|6H|7H|8H|9H,0.0,,Engage,Dock,0.8,,false,false,0.0,0.0,4.0,
