,ScoutId,MatchKey,Alliance,DriverStation,TeamNumber,Preloaded,AutoGrid,AutoMissed,Mobile,AutoAttemptedCharge,AutoChargingState,AutoNotes,TeleopGrid,TeleopMissed,TeleopNotes,EndgameAttemptedCharge,EndgameFinalCharge,FinalChargeTime,EndgameNotes,Disable,Tippy,DefenseTime,DefenseRating,DriverRating,RatingNotes
287,Adrian ,qm26,red,2,3003,true,4H,0.0,1.0,Engage,Dock,,5M|5H|2Lcube|2M|2H,0.0,,Engage,Engage,3.1,,0.0,0.0,0.0,0.0,0.0,
288,Suzy,qm26,red,3,4522,true,8M|7H,1.0,1.0,None,None,,8H|7M|7H|6Lcube|6M|6H|4M,1.0,,Engage,Engage,2,,0.0,0.0,0.0,0.0,4.0,
289,Suzy,qm27,red,3,1538,true,9H|8H|7Lcone,0.0,0.0,None,None,,9Lcone|9M|8Lcone|7M|7H|6Lcone|6M|4H|3H,0.0,,Engage,Engage,3,,0.0,0.0,0.0,0.0,5.0,Very smooth and aggressive driving with consistent gripper
290,Adrian,qm27,red,2,5665,true,5H,0.0,1.0,Engage,Engage,,6H|4Lcone,2.0,,Engage,Engage,2.0,,0.0,0.0,0.0,0.0,0.0,
291,Olivia,qm28,blue,1,3218,true,8H|9H,0.0,1.0,None,,,3H|4H|6H|7H|9Lcone,0.0,intake from single substation is bad they keep dropping it ,Engage,Dock,,,0.0,0.0,0.0,0.0,2.0,
292,Sophia T,qm28,blue,2,9126,true,5H,0.0,0.0,None,None,,3Lcube|4Lcube|5Lcube|6H,1.0,,Engage,Dock,,,0.0,1.0,0.0,0.0,2.0,
293,Adrian ,qm28,red,2,11,true,8H|7H,0.0,1.0,None,None,,9H|5H|4H|3Lcone|3H|1M|1M,0.0,,Engage,Engage,3.5,,0.0,0.0,0.0,0.0,4.0,
294,Olivia,qm29,blue,1,5553,true,,1.0,1.0,None,,,2M|7M|8M|8H|9M|9H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,kept bumping into own team members
295,Abhimanyu Ghosh,qm29,red,1,5804,true,4H,0.0,0.0,None,Engage,,6H|5H|3H|2H|1H,0.0,,None,Engage,,,0.0,0.0,0.0,0.0,4.0,
296,Suzy,qm3,blue,1,1156,true,6M,0.0,1.0,Engage,Engage,,4M|6M|8M|8H|9M,0.0,,None,,,,0.0,0.0,0.0,0.0,4.0,Unfinished match
297,Owen,qm3,blue,2,4069,false,,1.0,0.0,None,,,4H|6H,0.0,,None,,,,0.0,0.0,80.0,3.0,4.0,Match ended early due to damage to red charge station
298,Amogh,qm3,red,2,4944,false,,0.0,1.0,None,None,,7H|6H|4H,2.0,,None,,,,0.0,0.0,0.0,0.0,0.0,
299,Aran,qm3,red,1,5553,true,5H|2M|2H,1.0,1.0,None,None,,,0.0,,None,,,,0.0,0.0,0.0,0.0,0.0,
300,Arav,qm3,red,3,6817,true,,0.0,1.0,None,None,,8M,0.0,Really slow at driving and picking up,None,None,,,0.0,0.0,0.0,0.0,1.0,
301,Suzy,qm30,red,3,3940,false,5H,0.0,1.0,None,None,,9H|8M|7M|4H,0.0,,Engage,Engage,6,,0.0,0.0,0.0,0.0,4.0,Speedy but tippy if too fast
302,Adrian ,qm30,red,2,4143,true,8H|7H,1.0,1.0,None,,,6M|6H|4M|3M,0.0,,Engage,Engage,1.8,,0.0,0.0,0.0,0.0,4.0,
303,Abhimanyu Ghosh ,qm30,red,1,9140,true,5H,0.0,0.0,None,Engage,,5M|4M|1H,0.0,,None,Engage,,,0.0,0.0,0.0,0.0,4.0,
304,Olivia ,qm31,blue,1,8016,true,2H,0.0,1.0,None,,,7M|8M,1.0,super slow,Engage,Dock,,,0.0,0.0,0.0,0.0,2.0,
305,Adrian,qm31,red,2,4099,true,2Lcube|1H,1.0,1.0,None,,,7M|6H|5H|4H|3Lcube|3H,0.0,,Engage,Engage,4.9,,0.0,0.0,0.0,0.0,5.0,4099 moment
306,Abhimanyu Ghosh,qm31,red,1,5172,true,5Lcube|1M|1M,0.0,0.0,None,,,9M|8M|8H|7M,0.0,,None,Engage,,,0.0,1.0,0.0,0.0,2.0,
307,Sophia T,qm32,blue,2,3932,true,5H,0.0,0.0,Engage,Dock,,4H|6H|7H|9H,0.0,can't intake from ground,Engage,Park,,,0.0,1.0,0.0,0.0,0.0,
308,Olivia,qm32,blue,1,6657,true,,1.0,0.0,None,,Got stuck on charging pad ,3Lcube|6Lcube|8H|9Lcube,1.0,they shoot the cubes and usually have to push it in ,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,
309,Adrian,qm32,red,2,857,true,4H,0.0,1.0,Engage,None,,8H|7H|6H|5Lcone|5H|4Lcube,0.0,,Engage,Engage,2.0,,0.0,0.0,0.0,0.0,4.0,
310,Sanjay,qm33,blue,3,5006,true,9H,0.0,1.0,None,None,,1Lcube|1H|3H|4Lcone|8H,0.0,might have broken intake or arm near the end because they stopped scoring ,Engage,Engage,7,,0.0,0.0,0.0,0.0,2.0,
311,Adrian,qm33,red,2,1468,true,1Lcone|1H,1.0,1.0,Engage,,,7M|6M|6H|5H|4Lcube|3H,0.0,,None,,,,0.0,0.0,0.0,0.0,4.0,
312,Abhimanyu,qm33,red,1,7428,true,8H,0.0,0.0,None,None,,5M|2M|2H,0.0,,None,Engage,,,0.0,0.0,0.0,0.0,3.0,Had trouble picking up cones from substation
313,Olivia,qm34,blue,1,3538,true,6H,0.0,0.0,Engage,Engage,,1H|2M|2H|3H|4H|5H|6M|7H|8H,0.0,,Engage,Park,,,0.0,0.0,0.0,0.0,5.0,
314,Rachel,qm34,red,3,1746,true,3Lcube,3.0,1.0,None,None,,8H|7H|6H|5Lcube|4H,2.0,,None,Park,,,0.0,0.0,0.0,0.0,0.0,
315,Adrian,qm34,red,2,3161,true,9M|8M,0.0,1.0,None,,,9Lcube|8Lcube|6Lcone|3Lcube|1Lcube,0.0,,Engage,Engage,7.2,,0.0,0.0,0.0,0.0,0.0,
316,Joshua ,qm35,blue,2,195,true,2M,2.0,1.0,None,,If theyre our teammate ask them if they can kick the cube they hold in auto into hybrid on their way back ,3M|4M|4H|5Lcone|5M|5H|6Lcone|6M,1.0,,Engage,Engage,12,Waited for teammate to board,0.0,1.0,20.0,3.0,5.0,They used opportunistic defense in a way favoring efficiency| as they would get pushed out of the way if they tried to go full defense
317,Joshua,qm35,blue,3,2642,true,4H,0.0,0.0,Engage,Engage,,1M|1H|2Lcone|2M|2H|3H,0.0,Highly efficient opportunistic defense Generally only defends when it doesnt have cones in possession as it does not take riskGripper doesnt spin thus claw design proves to be a weakness when receiving comes at awkward angles.,Engage,Engage,19,Docks for teammate| helps them finish cycling over charge station ,0.0,0.0,60.0,5.0,5.0,Very good swerving around enemy defense so never pinnedtalented driving
318,Joshua,qm35,red,1,4944,false,4H,0.0,0.0,Engage,Engage,,6H|5H|3M|3H|2M|1M,0.0,Much difficulty when scoring,None,,,Does not board charge station ,0.0,1.0,80.0,3.0,0.0,They have good defense but its focused around heavy rams that could knock another robot over which will cause a penalty. In addition they ram their teammate quite frequently in teleop
319,Olivia,qm36,blue,2,503,true,2M|2H,0.0,1.0,None,,,4Lcone|4H|5M|6M|6H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,
320,Suzy,qm36,blue,1,955,true,9H,0.0,1.0,None,,,1H|3H|7M|7H|8M|8H|9M,0.0,,None,None,,,0.0,0.0,0.0,0.0,4.0,Arm looks flimsy when extended
321,Joshua,qm36,blue,3,4419,true,,2.0,0.0,None,,Attempted double auto,1M|1H|2Lcube|3H|5Lcube,1.0,very efficient in collection of cubes| cones from station.At start| wins combined push by swerving next to teammate| breaks through defense,None,,,Doesnt attempt charge,0.0,0.0,40.0,3.0,4.0,Avoids defense well
322,Nikhil,qm36,red,1,7072,true,5M,0.0,0.0,None,,Failed auto cause of teammate auto,5Lcube|3Lcube|2Lcube|2M|1Lcube,0.0,Arm didn't work for a bit,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,
323,Amogh,qm37,blue,3,1466,true,5H,0.0,0.0,Engage,Engage,,9M|9H|8H|6Lcone|5M|4Lcone,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,
324,Ryan,qm37,red,2,4329,true,5H,0.0,1.0,None,None,,6M|5M|4M|3Lcone|3M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,
325,Blen,qm37,red,3,4663,true,2H,0.0,1.0,None,,,9M|9H|8M|7M|7H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,slow 
326,Nikhil,qm37,red,1,5135,true,5H,0.0,0.0,Engage,Dock,,6H|3M|3H|2M|1M|1H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,
327,Owen,qm38,blue,2,1629,true,4H|6H,0.0,0.0,None,,,1H|3H|4H|6H,0.0,,Engage,Dock,,,0.0,0.0,20.0,1.0,2.0,
328,Joshua,qm38,blue,3,9084,false,4H|5H,0.0,0.0,Engage,Engage,,1Lcube|2Lcube|5H|7Lcube,1.0,,None,,,,0.0,0.0,0.0,0.0,5.0,Crossed engagement pad well
329,Blen,qm38,red,3,6606,true,,0.0,0.0,None,,spun around then tipped sideways ,2M,0.0,barely moved ,None,,,,0.0,0.0,0.0,0.0,1.0,motions were slow and staggered 
330,Nikhil,qm38,red,1,9030,true,8H,0.0,0.0,None,,,8Lcube|5M|3Lcube|1Lcube,0.0,,Engage,Engage,,,0.0,1.0,0.0,0.0,2.0,
331,Joshua,qm39,blue,3,4143,false,,2.0,0.0,None,,Missed double ayto,3M|3M|3H|4Lcube|8H|9Lcube,1.0,,Engage,Engage,6,,0.0,0.0,60.0,4.0,4.0,For the most part aside from missing grid| fast efficient cycling 
332,Blen,qm39,red,3,177,false,2Lcube|2H,0.0,1.0,None,,,9H|7H|6H|4H|3Lcone|3H,1.0,,Engage,Engage,6,,0.0,0.0,0.0,0.0,4.0,
333,Ryan,qm39,red,2,1156,true,4Lcone,0.0,1.0,Engage,Engage,,7M|6M|4M,0.0,Accidentally did not get first 45 seconds of teleop or so,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,
334,Nikhil,qm39,red,1,9023,true,9H|7M,0.0,0.0,None,,,1H,0.0,Disabled,None,Park,,,0.0,0.0,0.0,0.0,0.0,
335,Owen,qm4,blue,2,3184,false,1H|2H,0.0,0.0,None,,,2Lcube|3M|3H|4H|5H|6H,1.0,,Engage,Dock,,,0.0,0.0,40.0,3.0,4.0,
336,Suzy,qm4,blue,1,3932,true,6Lcube,0.0,0.0,None,None,,4Lcube|4M|6M|6H|7M|7H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,Consistent gripper can be slow
337,Joshua,qm4,blue,3,8808,true,8H,0.0,1.0,None,,attempted| failed double auto,2M|3Lcube|8M,1.0,very slow arm and claw| vulnerable to defense| poor driving ,None,Park,,,0.0,0.0,80.0,3.0,2.0,
338,Aran,qm4,red,1,4112,true,9H|1H,0.0,0.0,None,None,,4M|4H|3H|2H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,
339,Joshua,qm4,red,2,4905,false,5H,0.0,1.0,Engage,Engage,Simple engage sequence| seems hard-coded though,7Lcube|6H,0.0,Intake quite literally crumbles| becomes dislodged and slides out| invoking penalties. They keep playing though| scoring a cube in hybrid and doing poor defense.,Engage,Park,,Gets off charge station as intake arm would invalidate score,0.0,0.0,80.0,1.0,2.0,Not too impressive this game
340,Arav,qm4,red,3,5006,true,9H,0.0,1.0,None,None,,9Lcube|8H|7Lcube|7H|5Lcube|4Lcube,1.0,,Engage,Engage,5,,0.0,0.0,0.0,0.0,4.0,
341,Suzy,qm40,blue,1,1836,true,,0.0,1.0,Engage,Engage,,6Lcube|7Lcube|8Lcube|9Lcube,0.0,,Engage,Engage,14,,0.0,0.0,0.0,0.0,0.0,Two intakes with only score low
342,Joshua,qm40,blue,3,7285,true,7M|8M,0.0,0.0,Engage,Engage,,1Lcube|1M|2M|3M|3H|4M,0.0,Good cycling andavoiding defense,Engage,Engage,6,Triple dock,0.0,0.0,40.0,4.0,4.0,Good defense
343,Blen ,qm40,red,2,4329,true,5H,0.0,1.0,Engage,Engage,,5Lcube|5M|4M|3M,1.0,consistently crosses charge station to score ,Engage,Engage,3,,0.0,0.0,0.0,0.0,0.0,
344,Blen,qm40,red,3,5665,true,5H,0.0,0.0,Engage,Engage,,9Lcone|9M|9H|7H,2.0,struggled at double substation ,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,
345,Ryan,qm40,red,2,9126,true,5H,0.0,1.0,None,None,,3Lcube|2Lcube|2H,0.0,,None,None,,,0.0,1.0,0.0,0.0,3.0,
346,Owen,qm41,blue,2,4522,true,8M|8H|9H,0.0,0.0,None,,,1M|1H|4H|6H|7M|9M,1.0,,Engage,Dock,,Really good and efficient auto and great driving,0.0,0.0,20.0,2.0,5.0,Solid team
347,Nikhil,qm41,red,1,857,true,1H,0.0,1.0,None,None,Missed grabbing cube,8H|6M|5H|2H,0.0,Dropped cone 2x,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,
348,Ryan,qm41,red,2,5804,true,9Lcone|9H,0.0,1.0,None,None,,3H,0.0,,None,None,,,0.0,1.0,0.0,0.0,4.0,
349,Blen,qm41,red,3,8592,true,5Lcube|4H,0.0,1.0,Engage,Engage,,8Lcube|7Lcone|4Lcube|3Lcube|2Lcube|1Lcube,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,3.0,
350,Amogh,qm42,blue,1,8808,true,1H,1.0,1.0,None,,,1M|1H|2Lcube|2M|2H|3H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,
351,Joshua,qm42,blue,3,9062,true,1Lcube,0.0,1.0,None,,Flipped cone :),3Lcube,1.0,Intake squeezes cubes VERY hard| making them difficult to pick up normally if they missDefense attempt causes penalty,None,Park,,,0.0,0.0,20.0,2.0,0.0,Rectangular design is not utilized properly by driver| struggles to navigate instead of leading with shorter side
352,Owen,qm42,blue,2,9140,true,5H,0.0,0.0,Engage,Dock,,1H|2M|3H|4M|9H,0.0,,Engage,Dock,,,0.0,0.0,20.0,1.0,0.0,
353,Blen,qm42,red,2,3538,true,3H|2H|1H,0.0,1.0,None,,,8Lcone|8H|6Lcone|4Lcone|4H,1.0,struggled to place cone on higher node ,None,Park,,,0.0,0.0,0.0,0.0,3.0,
354,Nikhil,qm42,red,1,6909,true,,0.0,1.0,None,None,Geeks onto game piece,9Lcube|7Lcube|2M,0.0,,Engage,Engage,,,0.0,1.0,0.0,0.0,2.0,
355,Shashwat and Aran and Owen and Aran,qm43,blue,2,2992,false,6H,0.0,1.0,Engage,Engage, |  |  | ,1H|3H|5M|5H|6H|7Lcone,1.8333333333333335, |  |  | ,Engage,Engage,, |  |  | ,0.0,0.0,3.3333333333333335,0.16666666666666666,3.0, |  |  | 
356,Amogh,qm43,blue,3,8016,true,1H,0.0,0.0,None,,,1M|2M|2H|4M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,
357,Sydney,qm43,red,1,1468,true,6H,0.0,0.0,None,None,,5H|4H|3Lcone|3H|2M|2H|1M|1M,0.0,9m too,Engage,Dock,,,0.0,0.0,0.0,0.0,0.0,
358,Arav,qm43,red,2,5338,true,1H,0.0,1.0,None,None,,8M|7H|6M|4M,0.0,,Engage,None,,They left the charge station because they had issues aligning and they let the other team members engage ,0.0,0.0,0.0,0.0,0.0,
359,Shashwat and Aran,qm44,blue,2,4909,false,2H,0.0,0.0,None,None, | ,1H|3H|4H|6Lcube|7H|8Lcone,0.0, | ,Engage,None,, | ,0.0,0.0,0.0,0.0,2.5, | Cone pickup sometimes fall out 
360,alexander,qm44,red,3,1746,true,2Lcube|2H,0.0,1.0,None,None,,9M|9H|8Lcone|8M|8H|7Lcube|7M|7H,0.0,,Engage,Engage,,Triple Engage,0.0,0.0,0.0,2.0,4.0,
361,Aran,qm45,blue,1,1501,true,1Lcone,1.0,1.0,None,None,,8Lcone|8H|9M|9M|9H,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,
362,Amogh,qm45,blue,3,1538,true,1Lcone|1M|2H|3M|3H|4M|5M|7H|8Lcube|8M,1.0,0.0,None,,,,0.0,,None,,,,0.0,0.0,0.0,0.0,0.0,
363,Shashwat,qm45,blue,2,3932,false,6Lcube,0.0,1.0,Engage,Engage,,3Lcone|5M|7Lcone|7M|7H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,
364,Sydney,qm45,red,1,503,true,2M,0.0,1.0,None,None,,5Lcube|4Lcube|3Lcone|2Lcube|2H|1Lcone,1.0,,None,Park,,,0.0,0.0,0.0,0.0,0.0,
365,alexander,qm45,red,3,3161,true,9M|8M,0.0,1.0,None,None,,8Lcube|7M|6M|5M|4M|3M|1M,0.0,,Engage,Dock,,,0.0,0.0,0.0,0.0,2.0,
366,Shashwat,qm46,blue,2,1466,false,2M,0.0,0.0,None,,,4M|5M|7M,0.0,,Engage,None,,,0.0,0.0,0.0,0.0,0.0,
367,Aran,qm46,blue,1,6431,true,,0.0,1.0,None,,,,0.0,Defense ,Engage,Dock,,,0.0,1.0,100.0,1.0,2.0,
368,alexander,qm46,red,3,3184,true,5M|5H,0.0,1.0,Engage,Engage,,9H|7H|6H|4H,0.0,,Engage,Engage,,Double Engage ,0.0,0.0,0.0,0.0,2.0,
369,Sydney,qm46,red,1,3478,true,1H,0.0,0.0,None,None,,3H,0.0,Fell over early on,None,None,,,0.0,0.0,0.0,0.0,2.0,
370,Amogh,qm47,blue,3,11,false,7H,0.0,1.0,None,None,,5Lcube|5M|6Lcube,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,
371,Aran ,qm47,blue,1,2642,true,5H,0.0,1.0,Engage,Engage,,4M|5H|6H,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,
372,Shashwat,qm47,blue,2,4663,false,2H,0.0,1.0,None,None,,3Lcone|5H|8M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,
373,Sydney,qm47,red,1,1123,true,8M|8H,0.0,1.0,None,None,,9M|7M|6H|5H|4H|3Lcube|3H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,
374,alexander,qm47,red,3,4099,true,2H|1H,0.0,1.0,Engage,Dock,,9H|7H,0.0,Intake Broke,Engage,Engage,,Triple Engage,0.0,0.0,0.0,0.0,4.0,
375,Arav,qm47,red,2,6817,false,,0.0,0.0,None,,,7Lcube,0.0,,Engage,Engage,5,,0.0,0.0,0.0,0.0,1.0,Literally did not do anything
376,Shashwat,qm48,blue,2,900,false,1H,0.0,1.0,None,None,,1Lcube|3H|5M|5H|9H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,
377,Amogh,qm48,blue,2,1816,false,6H,0.0,0.0,None,,,2M|2H|3Lcube|4M,0.0,,None,None,,,0.0,0.0,0.0,0.0,2.0,
378,Aran,qm48,blue,1,2960,true,9H,1.0,1.0,None,,,4Lcube|5Lcube|5H|6Lcube,0.0,,Engage,Park,,,0.0,0.0,0.0,0.0,0.0,
379,alexander,qm48,red,3,5135,true,5H,0.0,0.0,Engage,Engage,,9Lcone|9H|8H|7H|6H|4H,1.0,,Engage,Engage,,Double Engage,0.0,0.0,0.0,0.0,3.0,
380,Sydney,qm48,red,1,6606,true,,0.0,1.0,None,None,,2Lcube,0.0,,Engage,Engage,,,0.0,1.0,80.0,1.0,1.0,
381,Shashwat,qm49,blue,2,4329,false,5H,0.0,0.0,Engage,Engage,,1M|4M|6M|7M|9M,0.0,,None,None,,,0.0,0.0,0.0,0.0,0.0,
382,Aran,qm49,blue,1,5006,true,9H,0.0,1.0,None,Engage,,2Lcube|3H|4Lcube|4H|9H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,3.0,
383,alexander,qm49,red,3,5990,false,9H,1.0,1.0,None,None,,8H|7H|6H|5H|3H|2H,1.0,,None,None,,,0.0,0.0,0.0,0.0,0.0,
384,Arav,qm49,red,2,9023,false,1M,0.0,0.0,None,,,6M|5M|2M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,
385,Joshua and Joshua,qm5,blue,3,8717,true,1Lcube|8H,0.5,1.0,None,, | missed cube attempting double auto ,2M|2H|5M,0.0,Struggles to maneuver tobot in grid| around charge station.Good communication with station except at the end| was approaching at an angle and could not realize that  | Was able to get game piece out of robot,None,Park,, | Missed cube score at end,0.0,0.0,30.0,2.5,0.0,Solid counter defense| avoided conflict especially at the double charge of two red robots in order to break through other team. | 
386,Owen,qm5,blue,2,9084,true,,0.0,0.0,None,None,,1Lcube|1H|2Lcube|3Lcube|4Lcube|5Lcube|5M|6Lcube|7Lcube|8Lcube,0.0,,Engage,Dock,,,0.0,0.0,20.0,1.0,4.0,
387,Suzy,qm5,blue,1,9140,true,5H,0.0,1.0,Engage,Engage,,4H|7H|8Lcone|9H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,Slow cycles
388,Amogh,qm5,red,2,494,true,5H,0.0,0.0,Engage,Engage,,9H|6M|6H|5M|3M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,
389,Aran,qm5,red,1,2992,true,9H|9M,0.0,0.0,None,None,,4M|4H|3H|2H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,
390,Arav,qm5,red,3,5172,true,,0.0,1.0,None,None,,8M|8H|7M|5H|5H,0.0,,None,None,,,0.0,1.0,0.0,0.0,3.0,
391,Aran,qm50,blue,1,3039,true,8M|8H|9H,0.0,1.0,None,None,,1M|2Lcube|3Lcube|3H|8M|8H|9H,0.0,,Engage,,,,0.0,0.0,0.0,0.0,5.0,
392,Shashwat,qm50,blue,2,5172,false,2H|6Lcube,0.0,0.0,Engage,Engage,,6Lcone|6M|8Lcube,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,
393,alexander,qm50,red,3,1629,false,5H,0.0,1.0,Engage,Dock,,9H|7H|6H,3.0,Struggled at loading station,Engage,Engage,,Triple Engage,0.0,0.0,0.0,0.0,2.0,
394,Arav,qm50,red,2,4069,true,2M,1.0,1.0,None,None,,6H|5M|4H|3M|3H|1H,0.0,,Engage,Engage,10,,0.0,0.0,0.0,0.0,4.0,
395,Sydney,qm50,red,1,4905,true,8H,0.0,1.0,None,None,,3M|2Lcone|2H|1M|1H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,3.0,
396,Joshua,qm51,blue,2,177,true,1Lcone,1.0,1.0,None,,Shoots in autoMissed triple auto,4M|4H|5Lcube|5M|6Lcube|6M|6H|8Lcube,0.0,,Engage,Engage,13,Triple dock,0.0,0.0,60.0,4.0,5.0,High cycle rate| intake optimized only for cubes or anything from slanted load station
397,Eckart,qm51,blue,1,3572,true,8M,0.0,1.0,None,None,,7Lcone|7H|8H|9H,0.0,,Engage,Engage,11.0,,0.0,0.0,0.0,0.0,4.0,
398,Joshua,qm51,blue,3,3940,true,5H,0.0,1.0,Engage,Engage,,1Lcone|2Lcube|2H|3Lcube|3H|4H,0.0,Good driving and prioritizing cycle rate over slowing enemy team as they recognized it wasnt worth it,Engage,Engage,12,Triple dock,0.0,0.0,60.0,4.0,4.0,Valid opportunistic defense incorporation 
399,Joshua,qm51,red,1,195,true,2H,2.0,1.0,None,,Very interesting strategy: throws away the cube in its poses soon towards the grid| then drives out to collect another cube. It starts in the front most area next to the charge station. Attempted triple auto with this,6Lcone|5H|4Lcone|4H|3M|3H|2H|1M|1H,0.0,Very good cycling speed ,Engage,Dock,5,Tried to jump on with 5 seconds left| team could not adjust properly,0.0,1.0,40.0,3.0,5.0,
400,Joshua,qm51,red,3,4112,true,9H,0.0,1.0,None,,,9Lcube|8H|7H,0.0,Intake stopped rolling so then switched to defenseDid poor job at defense as the only contact they got resulted in them falling into blues charging zone which caused a penalty,Engage,Dock,20,9084 couldnt move very much on pad so they fell off causing a dock,0.0,0.0,80.0,1.0,4.0,Drove very well for scoring but poorly for defense. Most likely they arent as comfortable with it.
401,Joshua,qm51,red,2,9084,true,6H,0.0,1.0,Engage,Engage,,6Lcube|3Lcube|2Lcube,0.0,Intake is sticking out so during defense it causes penalties from rams,Engage,Dock,3,Went on charge station at 70ish seconds left due to a penalty| did the equivalent of a disable after balancing on it,1.0,1.0,60.0,1.0,4.0,Defense was rather counter effective this match
402,Nicole,qm52,blue,2,4522,true,8M|8H|9H,0.0,1.0,None,,,1H|3M|3H|4H|6H|7M|9M,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,
403,Eckart,qm52,blue,1,7072,true,5M,0.0,1.0,Engage,Engage,,,0.0,Defense only,Engage,Engage,5.7,,0.0,0.0,100.0,2.0,0.0,No fouls but can't cause any change in cycle times
404,paul,qm52,blue,3,7428,true,8H,0.0,0.0,None,,,4M|5H|6M,0.0,issues at double substation ,None,Park,,,0.0,0.0,0.0,0.0,2.0,
405,darren,qm52,red,3,955,true,9H|8H,0.0,1.0,None,,,9M|8M|7M|7H|6Lcone|4Lcube|1Lcone,0.0,better high than middle,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,
406,Agneya,qm52,red,2,3538,true,2H|1H,0.0,1.0,None,None,,6M|6H|5M|4Lcube|4M|4H|2M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,
407,aarav,qm52,red,1,5665,true,5H,0.0,1.0,Engage,Engage,,5H|5H|3H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,
408,Nicole,qm53,blue,2,4143,true,6Lcube,0.0,1.0,None,,I def missed something from auto,4Lcone|4H|5Lcone|5M|6M|6H|7M|9Lcube,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,
409,Eckart,qm53,blue,1,4944,true,6H,0.0,1.0,Engage,Engage,,6Lcube|7H|8Lcone|8M|9Lcube|9M,4.0,,Engage,Engage,4.3,,0.0,0.0,0.0,0.0,5.0,
410,paul,qm53,blue,3,8592,true,2H|3H,0.0,0.0,None,,,1M|1H|2Lcube|4M|5H|6M,0.0,,None,,,,0.0,0.0,0.0,0.0,5.0,
411,aarav,qm53,red,1,179,false,,0.0,0.0,None,,,6M|6H|4H|3H|1H,1.0,,Engage,Park,,,0.0,0.0,0.0,0.0,5.0,fast dt| scoring takes a bit to align 
412,Agneya,qm53,red,2,8808,true,8H,0.0,1.0,None,None,,8M|8H|2M,0.0,very slow robot,Engage,Park,,,0.0,0.0,0.0,0.0,0.0,
413,paul,qm54,blue,3,5338,true,9H,0.0,1.0,None,,,1H|3H|4H|6H|7H,0.0,,Engage,Engage,3,,0.0,0.0,0.0,0.0,0.0,
414,Nicole,qm54,blue,2,8847,false,2Lcube|3Lcube|5Lcube|7Lcube|8Lcube|9Lcube,0.0,1.0,Engage,Engage,,2Lcube|3Lcube|4Lcube|6Lcube|7Lcube|8Lcube|9Lcube,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,
415,Eckart,qm54,blue,1,9126,true,,0.0,0.0,None,None,Nothing happened ,2M|2H|5H|7Lcube|8H,0.0,,Engage,Engage,8,,0.0,0.0,0.0,0.0,4.0,
416,Agneya,qm54,red,2,503,true,2M|2H,0.0,1.0,None,None,,8H|3M|1Lcone|1H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,
417,aarav,qm54,red,1,1757,true,4H,0.0,1.0,Engage,None,,5H|4H|3H|1M|1M|1H,0.0,got disabled after hitting double sub hard,None,,,,0.0,0.0,0.0,0.0,5.0,
418,darren,qm54,red,3,6431,true,,0.0,1.0,None,,nothing scored,,0.0,got stuck essentially disabled the entire game,None,,,,0.0,0.0,0.0,0.0,1.0,
